Index, Month, Rain_Zone, Year, Random Number, Fragment_Set,fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment
   29,    6,   29,    1,  0.420010,    1,   0.380,   0.000,   0.035,   0.026,   0.000,   0.000,   0.026,   0.142,   0.186,   0.009,   0.000,   0.000,   0.000,   0.000,   0.009,   0.009,   0.026,   0.009,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.097,   0.044,   0.000,   0.000,   0.000,   0.000,   0.000
   30,    6,   30,    1,  0.279038,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   31,    6,   31,    1,  0.864104,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.533,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.267,   0.200,   0.000,   0.000,   0.000,   0.000,   0.000
   32,    6,   32,    1,  0.234607,    1,   0.044,   0.225,   0.000,   0.044,   0.015,   0.000,   0.037,   0.007,   0.059,   0.044,   0.052,   0.125,   0.070,   0.007,   0.000,   0.011,   0.022,   0.044,   0.011,   0.000,   0.151,   0.000,   0.011,   0.007,   0.011,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   33,    6,   33,    1,  0.721474,    1,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   34,    6,   34,    1,  0.877909,    1,   0.158,   0.000,   0.004,   0.006,   0.032,   0.009,   0.004,   0.000,   0.000,   0.080,   0.018,   0.000,   0.004,   0.040,   0.050,   0.053,   0.123,   0.056,   0.067,   0.005,   0.008,   0.000,   0.000,   0.000,   0.005,   0.076,   0.062,   0.078,   0.050,   0.013,   0.000
   35,    6,   35,    1,  0.669064,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   36,    6,   36,    1,  0.816891,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.105,   0.053,   0.000,   0.105,   0.000,   0.000,   0.000,   0.000,   0.000,   0.158,   0.000,   0.000,   0.000,   0.053,   0.158,   0.158,   0.053,   0.053,   0.105,   0.000,   0.000,   0.000,   0.000,   0.000
   37,    6,   37,    1,  0.241827,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000
   38,    6,   38,    1,  0.583976,    1,   0.023,   0.000,   0.070,   0.094,   0.000,   0.000,   0.000,   0.000,   0.000,   0.084,   0.000,   0.103,   0.056,   0.000,   0.000,   0.000,   0.070,   0.341,   0.000,   0.037,   0.000,   0.000,   0.000,   0.000,   0.122,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   39,    6,   39,    1,  0.468100,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.615,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.385,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   40,    6,   40,    1,  0.123980,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   41,    6,   41,    1,  0.811623,    1,   0.000,   0.122,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.490,   0.000,   0.000,   0.000,   0.020,   0.122,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.245,   0.000,   0.000,   0.000
   42,    6,   42,    1,  0.854289,    1,   0.000,   0.000,   0.000,   0.000,   0.857,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.143,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   43,    6,   43,    1,  0.576446,    1,   0.000,   0.035,   0.000,   0.000,   0.000,   0.028,   0.028,   0.091,   0.035,   0.000,   0.042,   0.197,   0.000,   0.000,   0.000,   0.120,   0.134,   0.000,   0.000,   0.021,   0.000,   0.028,   0.021,   0.049,   0.014,   0.000,   0.021,   0.106,   0.028,   0.000,   0.000
   44,    6,   44,    1,  0.703560,    1,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   45,    6,   45,    1,  0.430974,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.133,   0.000,   0.000,   0.000,   0.000,   0.000,   0.267,   0.000,   0.133,   0.000,   0.000,   0.000,   0.067,   0.000,   0.000,   0.000,   0.000,   0.400,   0.000,   0.000,   0.000
   46,    6,   46,    1,  0.035180,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   47,    6,   47,    1,  0.207409,    1,   0.050,   0.010,   0.000,   0.017,   0.007,   0.005,   0.005,   0.000,   0.008,   0.010,   0.045,   0.017,   0.005,   0.000,   0.058,   0.065,   0.008,   0.063,   0.063,   0.058,   0.083,   0.000,   0.038,   0.038,   0.030,   0.000,   0.066,   0.013,   0.063,   0.174,   0.000
   48,    6,   48,    1,  0.861743,    1,   0.098,   0.000,   0.003,   0.000,   0.119,   0.015,   0.006,   0.000,   0.009,   0.051,   0.012,   0.051,   0.128,   0.054,   0.000,   0.024,   0.015,   0.003,   0.003,   0.003,   0.000,   0.009,   0.027,   0.229,   0.143,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   49,    6,   49,    1,  0.632827,    1,   0.026,   0.055,   0.019,   0.022,   0.037,   0.048,   0.007,   0.007,   0.041,   0.000,   0.000,   0.240,   0.004,   0.007,   0.000,   0.000,   0.000,   0.037,   0.063,   0.052,   0.041,   0.007,   0.125,   0.030,   0.004,   0.000,   0.026,   0.041,   0.037,   0.026,   0.000
   50,    6,   50,    1,  0.256795,    1,   0.021,   0.028,   0.101,   0.054,   0.022,   0.006,   0.007,   0.048,   0.029,   0.043,   0.030,   0.026,   0.088,   0.037,   0.037,   0.000,   0.032,   0.025,   0.075,   0.016,   0.016,   0.031,   0.116,   0.047,   0.025,   0.039,   0.000,   0.000,   0.000,   0.000,   0.000
   51,    6,   51,    1,  0.148148,    1,   0.000,   0.000,   0.000,   0.000,   0.003,   0.000,   0.014,   0.040,   0.009,   0.020,   0.000,   0.000,   0.008,   0.020,   0.005,   0.041,   0.148,   0.030,   0.003,   0.002,   0.041,   0.019,   0.075,   0.034,   0.286,   0.024,   0.016,   0.000,   0.022,   0.139,   0.000
   52,    6,   52,    1,  0.370093,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.500,   0.500,   0.000,   0.000,   0.000,   0.000,   0.000
   53,    6,   53,    1,  0.471248,    1,   0.127,   0.080,   0.068,   0.148,   0.009,   0.091,   0.019,   0.076,   0.021,   0.055,   0.055,   0.000,   0.000,   0.000,   0.000,   0.055,   0.000,   0.000,   0.000,   0.000,   0.000,   0.120,   0.076,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   54,    6,   54,    1,  0.952626,    1,   0.041,   0.091,   0.079,   0.000,   0.000,   0.000,   0.005,   0.028,   0.176,   0.126,   0.056,   0.016,   0.007,   0.041,   0.058,   0.052,   0.041,   0.023,   0.044,   0.025,   0.012,   0.003,   0.000,   0.003,   0.000,   0.002,   0.013,   0.041,   0.003,   0.013,   0.000
   55,    6,   55,    1,  0.060456,    1,   0.104,   0.000,   0.000,   0.000,   0.000,   0.076,   0.000,   0.229,   0.000,   0.000,   0.071,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.421,   0.000,   0.000,   0.000,   0.000,   0.044,   0.000,   0.000,   0.000,   0.055,   0.000
   56,    6,   56,    1,  0.797659,    1,   0.276,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.724,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
    1,    7,    1,    1,  0.134701,    1,   0.009,   0.002,   0.099,   0.000,   0.000,   0.040,   0.053,   0.020,   0.030,   0.000,   0.174,   0.365,   0.047,   0.000,   0.002,   0.000,   0.000,   0.000,   0.000,   0.005,   0.011,   0.024,   0.010,   0.044,   0.000,   0.000,   0.028,   0.000,   0.013,   0.023,   0.000
    2,    7,    2,    1,  0.004038,    1,   0.000,   0.007,   0.099,   0.106,   0.000,   0.108,   0.002,   0.000,   0.000,   0.000,   0.007,   0.007,   0.073,   0.033,   0.000,   0.011,   0.026,   0.000,   0.004,   0.060,   0.007,   0.302,   0.002,   0.000,   0.013,   0.031,   0.005,   0.002,   0.007,   0.038,   0.049
    3,    7,    3,    1,  0.406540,    1,   0.000,   0.409,   0.068,   0.002,   0.201,   0.000,   0.000,   0.000,   0.102,   0.002,   0.000,   0.012,   0.000,   0.029,   0.000,   0.000,   0.000,   0.000,   0.080,   0.017,   0.023,   0.000,   0.000,   0.000,   0.000,   0.000,   0.046,   0.000,   0.000,   0.000,   0.011
    4,    7,    4,    1,  0.468009,    1,   0.000,   0.000,   0.211,   0.000,   0.000,   0.035,   0.050,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.211,   0.121,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.156,   0.105,   0.055,   0.000,   0.050,   0.005,   0.000,   0.000,   0.000,   0.000
    5,    7,    5,    1,  0.184333,    1,   0.000,   0.326,   0.037,   0.028,   0.130,   0.000,   0.000,   0.000,   0.121,   0.000,   0.009,   0.023,   0.000,   0.005,   0.000,   0.074,   0.000,   0.000,   0.023,   0.033,   0.033,   0.060,   0.098,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
    6,    7,    6,    1,  0.509807,    1,   0.040,   0.002,   0.011,   0.016,   0.014,   0.002,   0.016,   0.003,   0.029,   0.025,   0.020,   0.003,   0.000,   0.000,   0.018,   0.029,   0.052,   0.037,   0.004,   0.015,   0.094,   0.034,   0.100,   0.000,   0.051,   0.058,   0.061,   0.076,   0.045,   0.101,   0.043
    7,    7,    7,    1,  0.999805,    1,   0.000,   0.000,   0.000,   0.000,   0.058,   0.000,   0.055,   0.012,   0.144,   0.179,   0.216,   0.000,   0.006,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.029,   0.060,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.078,   0.038,   0.127
    8,    7,    8,    1,  0.041256,    1,   0.045,   0.000,   0.007,   0.000,   0.000,   0.000,   0.085,   0.011,   0.031,   0.090,   0.009,   0.000,   0.000,   0.022,   0.038,   0.034,   0.085,   0.013,   0.038,   0.043,   0.052,   0.103,   0.022,   0.090,   0.029,   0.000,   0.127,   0.000,   0.027,   0.000,   0.000
    9,    7,    9,    1,  0.417252,    1,   0.009,   0.002,   0.099,   0.000,   0.000,   0.040,   0.053,   0.020,   0.030,   0.000,   0.174,   0.365,   0.047,   0.000,   0.002,   0.000,   0.000,   0.000,   0.000,   0.005,   0.011,   0.024,   0.010,   0.044,   0.000,   0.000,   0.028,   0.000,   0.013,   0.023,   0.000
   10,    7,   10,    1,  0.180643,    1,   0.028,   0.000,   0.002,   0.000,   0.002,   0.002,   0.000,   0.000,   0.011,   0.086,   0.306,   0.006,   0.062,   0.058,   0.004,   0.002,   0.015,   0.000,   0.032,   0.004,   0.117,   0.006,   0.000,   0.000,   0.094,   0.032,   0.075,   0.015,   0.000,   0.015,   0.026
   11,    7,   11,    1,  0.180632,    1,   0.000,   0.000,   0.040,   0.000,   0.000,   0.160,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.030,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.770,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   12,    7,   12,    1,  0.721095,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.049,   0.072,   0.000,   0.000,   0.000,   0.134,   0.038,   0.000,   0.000,   0.000,   0.000,   0.065,   0.011,   0.000,   0.000,   0.110,   0.038,   0.000,   0.029,   0.056,   0.007,   0.188,   0.016,   0.072,   0.000,   0.116
   13,    7,   13,    1,  0.354807,    1,   0.000,   0.029,   0.073,   0.062,   0.000,   0.128,   0.024,   0.006,   0.000,   0.038,   0.002,   0.000,   0.087,   0.016,   0.012,   0.046,   0.031,   0.000,   0.030,   0.168,   0.049,   0.028,   0.000,   0.000,   0.013,   0.021,   0.017,   0.016,   0.034,   0.041,   0.029
   14,    7,   14,    1,  0.358730,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.500,   0.237,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.105,   0.000,   0.000,   0.000,   0.000,   0.158
   15,    7,   15,    1,  0.617162,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.122,   0.378,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.500,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   16,    7,   16,    1,  0.086827,    1,   0.000,   0.040,   0.025,   0.103,   0.005,   0.003,   0.008,   0.000,   0.000,   0.000,   0.000,   0.007,   0.002,   0.000,   0.000,   0.060,   0.003,   0.014,   0.040,   0.072,   0.015,   0.034,   0.016,   0.160,   0.058,   0.046,   0.158,   0.108,   0.012,   0.011,   0.000
   17,    7,   17,    1,  0.355875,    1,   0.008,   0.023,   0.010,   0.014,   0.003,   0.000,   0.006,   0.158,   0.118,   0.050,   0.033,   0.128,   0.012,   0.050,   0.110,   0.037,   0.028,   0.023,   0.001,   0.008,   0.040,   0.012,   0.002,   0.002,   0.001,   0.001,   0.014,   0.061,   0.017,   0.021,   0.011
   18,    7,   18,    1,  0.662251,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.588,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.118,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.294,   0.000
   19,    7,   19,    1,  0.731075,    1,   0.000,   0.000,   0.000,   0.000,   0.096,   0.000,   0.072,   0.000,   0.000,   0.000,   0.000,   0.000,   0.183,   0.207,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.144,   0.298,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   20,    7,   20,    1,  0.550400,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.039,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.111,   0.000,   0.000,   0.000,   0.021,   0.465,   0.364,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   21,    7,   21,    1,  0.355136,    1,   0.000,   0.000,   0.408,   0.143,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.337,   0.082,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.031,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   22,    7,   22,    1,  0.254920,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   23,    7,   23,    1,  0.748372,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.064,   0.581,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.097,   0.064,   0.000,   0.000,   0.064,   0.000,   0.000,   0.129,   0.000,   0.000,   0.000,   0.000
   24,    7,   24,    1,  0.438431,    1,   0.056,   0.037,   0.004,   0.003,   0.011,   0.001,   0.001,   0.000,   0.001,   0.052,   0.011,   0.105,   0.055,   0.049,   0.091,   0.008,   0.005,   0.004,   0.004,   0.026,   0.070,   0.026,   0.002,   0.004,   0.126,   0.022,   0.119,   0.072,   0.004,   0.019,   0.014
   25,    7,   25,    1,  0.226359,    1,   0.073,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.121,   0.129,   0.137,   0.040,   0.000,   0.153,   0.056,   0.040,   0.000,   0.000,   0.000,   0.000,   0.000,   0.024,   0.226,   0.000,   0.000
   26,    7,   26,    1,  0.740518,    1,   0.015,   0.000,   0.000,   0.000,   0.000,   0.000,   0.156,   0.011,   0.089,   0.000,   0.070,   0.000,   0.000,   0.019,   0.004,   0.041,   0.019,   0.030,   0.030,   0.111,   0.011,   0.100,   0.007,   0.063,   0.019,   0.000,   0.070,   0.000,   0.044,   0.022,   0.070
   27,    7,   27,    1,  0.375159,    1,   0.008,   0.023,   0.010,   0.014,   0.003,   0.000,   0.006,   0.158,   0.118,   0.050,   0.033,   0.128,   0.012,   0.050,   0.110,   0.037,   0.028,   0.023,   0.001,   0.008,   0.040,   0.012,   0.002,   0.002,   0.001,   0.001,   0.014,   0.061,   0.017,   0.021,   0.011
   28,    7,   28,    1,  0.699242,    1,   0.000,   0.035,   0.000,   0.010,   0.035,   0.000,   0.000,   0.000,   0.000,   0.086,   0.071,   0.000,   0.025,   0.000,   0.000,   0.000,   0.020,   0.000,   0.010,   0.136,   0.333,   0.030,   0.076,   0.061,   0.015,   0.040,   0.015,   0.000,   0.000,   0.000,   0.000
   29,    7,   29,    1,  0.770679,    1,   0.000,   0.500,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.045,   0.045,   0.091,   0.136,   0.045,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.136,   0.000,   0.000,   0.000,   0.000
   30,    7,   30,    1,  0.682416,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   31,    7,   31,    1,  0.098423,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.064,   0.581,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.097,   0.064,   0.000,   0.000,   0.064,   0.000,   0.000,   0.129,   0.000,   0.000,   0.000,   0.000
   32,    7,   32,    1,  0.234892,    1,   0.000,   0.011,   0.293,   0.000,   0.075,   0.080,   0.011,   0.000,   0.000,   0.000,   0.011,   0.000,   0.181,   0.000,   0.000,   0.021,   0.000,   0.000,   0.053,   0.000,   0.000,   0.128,   0.000,   0.011,   0.064,   0.011,   0.000,   0.000,   0.011,   0.016,   0.027
   33,    7,   33,    1,  0.329881,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.308,   0.000,   0.000,   0.000,   0.692,   0.000,   0.000,   0.000
   34,    7,   34,    1,  0.748116,    1,   0.001,   0.159,   0.009,   0.016,   0.006,   0.000,   0.003,   0.000,   0.000,   0.040,   0.038,   0.029,   0.026,   0.121,   0.019,   0.002,   0.003,   0.015,   0.014,   0.030,   0.065,   0.005,   0.002,   0.024,   0.087,   0.044,   0.077,   0.135,   0.010,   0.005,   0.016
   35,    7,   35,    1,  0.111817,    1,   0.000,   0.300,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.650,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.050,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   36,    7,   36,    1,  0.858203,    1,   0.000,   0.000,   0.000,   0.000,   0.047,   0.000,   0.000,   0.000,   0.000,   0.047,   0.209,   0.000,   0.093,   0.000,   0.000,   0.000,   0.070,   0.000,   0.070,   0.047,   0.186,   0.047,   0.000,   0.047,   0.000,   0.000,   0.000,   0.000,   0.000,   0.047,   0.093
   37,    7,   37,    1,  0.024683,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   38,    7,   38,    1,  0.478773,    1,   0.000,   0.078,   0.081,   0.026,   0.034,   0.073,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.401,   0.089,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.112,   0.052,   0.042,   0.000,   0.013,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   39,    7,   39,    1,  0.866440,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   40,    7,   40,    1,  0.874799,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   41,    7,   41,    1,  0.618011,    1,   0.000,   0.000,   0.000,   0.000,   0.079,   0.000,   0.000,   0.000,   0.000,   0.079,   0.066,   0.000,   0.211,   0.000,   0.000,   0.000,   0.000,   0.000,   0.026,   0.066,   0.474,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   42,    7,   42,    1,  0.683733,    1,   0.354,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.167,   0.188,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.125,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.167
   43,    7,   43,    1,  0.246621,    1,   0.000,   0.035,   0.000,   0.010,   0.035,   0.000,   0.000,   0.000,   0.000,   0.086,   0.071,   0.000,   0.025,   0.000,   0.000,   0.000,   0.020,   0.000,   0.010,   0.136,   0.333,   0.030,   0.076,   0.061,   0.015,   0.040,   0.015,   0.000,   0.000,   0.000,   0.000
   44,    7,   44,    1,  0.290131,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.955,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.045,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   45,    7,   45,    1,  0.003287,    1,   0.023,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.091,   0.045,   0.000,   0.227,   0.000,   0.000,   0.023,   0.000,   0.023,   0.045,   0.432,   0.000,   0.023,   0.000,   0.023,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.045
   46,    7,   46,    1,  0.460061,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.351,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.473,   0.000,   0.000,   0.176,   0.000,   0.000
   47,    7,   47,    1,  0.370693,    1,   0.139,   0.023,   0.022,   0.008,   0.008,   0.031,   0.063,   0.020,   0.023,   0.022,   0.029,   0.035,   0.055,   0.069,   0.022,   0.098,   0.020,   0.055,   0.029,   0.020,   0.025,   0.000,   0.000,   0.025,   0.047,   0.031,   0.000,   0.000,   0.069,   0.012,   0.000
   48,    7,   48,    1,  0.641510,    1,   0.008,   0.024,   0.062,   0.016,   0.032,   0.078,   0.243,   0.008,   0.018,   0.028,   0.034,   0.002,   0.022,   0.004,   0.026,   0.000,   0.044,   0.000,   0.048,   0.008,   0.028,   0.000,   0.010,   0.002,   0.016,   0.066,   0.028,   0.010,   0.008,   0.110,   0.016
   49,    7,   49,    1,  0.317707,    1,   0.020,   0.053,   0.038,   0.050,   0.023,   0.030,   0.030,   0.007,   0.028,   0.018,   0.033,   0.005,   0.050,   0.000,   0.005,   0.018,   0.035,   0.000,   0.065,   0.043,   0.020,   0.000,   0.113,   0.033,   0.020,   0.025,   0.055,   0.068,   0.033,   0.038,   0.045
   50,    7,   50,    1,  0.837072,    1,   0.001,   0.015,   0.044,   0.083,   0.002,   0.079,   0.068,   0.035,   0.001,   0.035,   0.002,   0.006,   0.022,   0.013,   0.013,   0.045,   0.081,   0.007,   0.056,   0.105,   0.054,   0.064,   0.001,   0.000,   0.026,   0.040,   0.016,   0.006,   0.018,   0.030,   0.032
