Index, Month, Rain_Zone, Year, Random Number, Fragment_Set,fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment
   50,    2,   50,    1,  0.484600,    1,   0.030,   0.046,   0.403,   0.356,   0.066,   0.003,   0.000,   0.074,   0.008,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.012,   0.000,   0.000,   0.000,   0.002,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   51,    2,   51,    1,  0.243003,    1,   0.023,   0.022,   0.391,   0.442,   0.020,   0.015,   0.000,   0.051,   0.028,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.009,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   52,    2,   52,    1,  0.247779,    1,   0.000,   0.008,   0.086,   0.057,   0.298,   0.023,   0.008,   0.000,   0.000,   0.000,   0.008,   0.000,   0.000,   0.000,   0.490,   0.023,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   53,    2,   53,    1,  0.591873,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.456,   0.000,   0.000,   0.000,   0.000,   0.298,   0.100,   0.147,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   54,    2,   54,    1,  0.117134,    1,   0.000,   0.012,   0.000,   0.043,   0.042,   0.083,   0.000,   0.006,   0.043,   0.016,   0.139,   0.109,   0.378,   0.020,   0.004,   0.000,   0.017,   0.082,   0.006,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   55,    2,   55,    1,  0.004986,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.034,   0.000,   0.000,   0.000,   0.000,   0.096,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.191,   0.110,   0.000,   0.373,   0.000,   0.196,   0.000,   0.000,   0.000,   0.000,   0.000
   56,    2,   56,    1,  0.999821,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
    1,    3,    1,    1,  0.808325,    1,   0.000,   0.000,   0.006,   0.040,   0.000,   0.004,   0.000,   0.000,   0.166,   0.142,   0.077,   0.000,   0.006,   0.000,   0.000,   0.000,   0.000,   0.002,   0.000,   0.172,   0.000,   0.124,   0.005,   0.000,   0.055,   0.138,   0.000,   0.000,   0.014,   0.048,   0.002
    2,    3,    2,    1,  0.321467,    1,   0.209,   0.244,   0.016,   0.022,   0.048,   0.004,   0.004,   0.000,   0.001,   0.017,   0.000,   0.000,   0.045,   0.000,   0.000,   0.000,   0.000,   0.000,   0.001,   0.016,   0.012,   0.014,   0.049,   0.006,   0.047,   0.021,   0.010,   0.022,   0.042,   0.109,   0.041
    3,    3,    3,    1,  0.550019,    1,   0.005,   0.163,   0.057,   0.104,   0.026,   0.057,   0.000,   0.062,   0.070,   0.000,   0.005,   0.018,   0.000,   0.000,   0.000,   0.000,   0.047,   0.000,   0.008,   0.140,   0.145,   0.010,   0.000,   0.000,   0.000,   0.000,   0.021,   0.010,   0.049,   0.003,   0.000
    4,    3,    4,    1,  0.174242,    1,   0.000,   0.654,   0.043,   0.024,   0.000,   0.261,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.009,   0.000,   0.000,   0.000,   0.000,   0.000,   0.009,   0.000,   0.000
    5,    3,    5,    1,  0.008765,    1,   0.039,   0.004,   0.225,   0.000,   0.196,   0.169,   0.000,   0.004,   0.006,   0.003,   0.006,   0.000,   0.000,   0.000,   0.009,   0.023,   0.082,   0.081,   0.000,   0.023,   0.130,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
    6,    3,    6,    1,  0.099694,    1,   0.009,   0.000,   0.000,   0.025,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.031,   0.031,   0.080,   0.129,   0.040,   0.028,   0.019,   0.098,   0.006,   0.040,   0.240,   0.000,   0.000,   0.009,   0.114,   0.101,   0.000,   0.000,   0.000,   0.000,   0.000
    7,    3,    7,    1,  0.227639,    1,   0.000,   0.009,   0.040,   0.010,   0.000,   0.001,   0.010,   0.153,   0.099,   0.192,   0.015,   0.072,   0.015,   0.004,   0.026,   0.021,   0.021,   0.019,   0.015,   0.144,   0.042,   0.000,   0.014,   0.010,   0.020,   0.001,   0.015,   0.000,   0.018,   0.013,   0.001
    8,    3,    8,    1,  0.912602,    1,   0.004,   0.000,   0.000,   0.003,   0.010,   0.002,   0.000,   0.006,   0.002,   0.002,   0.011,   0.135,   0.054,   0.000,   0.000,   0.000,   0.021,   0.052,   0.086,   0.125,   0.055,   0.087,   0.093,   0.097,   0.075,   0.015,   0.000,   0.002,   0.044,   0.016,   0.002
    9,    3,    9,    1,  0.229557,    1,   0.000,   0.000,   0.006,   0.040,   0.000,   0.004,   0.000,   0.000,   0.166,   0.142,   0.077,   0.000,   0.006,   0.000,   0.000,   0.000,   0.000,   0.002,   0.000,   0.172,   0.000,   0.124,   0.005,   0.000,   0.055,   0.138,   0.000,   0.000,   0.014,   0.048,   0.002
   10,    3,   10,    1,  0.472096,    1,   0.018,   0.034,   0.008,   0.038,   0.068,   0.277,   0.038,   0.015,   0.287,   0.052,   0.043,   0.021,   0.009,   0.017,   0.000,   0.005,   0.003,   0.003,   0.004,   0.001,   0.005,   0.021,   0.002,   0.000,   0.000,   0.002,   0.018,   0.001,   0.000,   0.000,   0.009
   11,    3,   11,    1,  0.570611,    1,   0.162,   0.412,   0.235,   0.000,   0.059,   0.088,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.044,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   12,    3,   12,    1,  0.806289,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.057,   0.000,   0.030,   0.000,   0.017,   0.033,   0.000,   0.000,   0.217,   0.060,   0.030,   0.000,   0.000,   0.291,   0.027,   0.060,   0.023,   0.154
   13,    3,   13,    1,  0.387561,    1,   0.119,   0.375,   0.080,   0.058,   0.000,   0.053,   0.026,   0.000,   0.000,   0.004,   0.019,   0.000,   0.020,   0.000,   0.000,   0.000,   0.000,   0.000,   0.003,   0.007,   0.016,   0.002,   0.021,   0.005,   0.006,   0.035,   0.026,   0.010,   0.025,   0.072,   0.017
   14,    3,   14,    1,  0.496677,    1,   0.000,   0.000,   0.000,   0.158,   0.018,   0.000,   0.000,   0.149,   0.184,   0.173,   0.158,   0.056,   0.025,   0.003,   0.000,   0.000,   0.004,   0.004,   0.000,   0.000,   0.000,   0.023,   0.000,   0.023,   0.000,   0.000,   0.007,   0.007,   0.000,   0.007,   0.000
   15,    3,   15,    1,  0.095708,    1,   0.000,   0.714,   0.000,   0.000,   0.114,   0.171,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   16,    3,   16,    1,  0.728553,    1,   0.003,   0.008,   0.023,   0.030,   0.013,   0.035,   0.094,   0.106,   0.341,   0.101,   0.063,   0.000,   0.008,   0.000,   0.036,   0.026,   0.000,   0.000,   0.000,   0.030,   0.002,   0.003,   0.021,   0.002,   0.000,   0.010,   0.000,   0.000,   0.000,   0.013,   0.033
   17,    3,   17,    1,  0.393410,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.002,   0.081,   0.039,   0.010,   0.037,   0.000,   0.009,   0.038,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.008,   0.030,   0.060,   0.108,   0.396,   0.088,   0.094
   18,    3,   18,    1,  0.913689,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.015,   0.101,   0.297,   0.299,   0.004,   0.000,   0.000,   0.014,   0.225,   0.021,   0.000,   0.000,   0.024,   0.000,   0.000,   0.000
   19,    3,   19,    1,  0.729492,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.667,   0.000,   0.000,   0.000,   0.312,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.021,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   20,    3,   20,    1,  0.291534,    1,   0.000,   0.000,   0.000,   0.000,   0.224,   0.000,   0.000,   0.296,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.032,   0.224,   0.040,   0.152,   0.000,   0.032,   0.000,   0.000,   0.000,   0.000
   21,    3,   21,    1,  0.889792,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.159,   0.000,   0.310,   0.000,   0.020,   0.091,   0.064,   0.000,   0.000,   0.024,   0.298,   0.016,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.020,   0.000,   0.000,   0.000,   0.000,   0.000
   22,    3,   22,    1,  0.415170,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.025,   0.975,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   23,    3,   23,    1,  0.859099,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.083,   0.714,   0.202,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   24,    3,   24,    1,  0.928295,    1,   0.015,   0.019,   0.027,   0.001,   0.012,   0.101,   0.124,   0.049,   0.043,   0.078,   0.032,   0.043,   0.031,   0.000,   0.010,   0.051,   0.037,   0.000,   0.016,   0.011,   0.000,   0.179,   0.111,   0.000,   0.000,   0.000,   0.001,   0.000,   0.000,   0.000,   0.008
   25,    3,   25,    1,  0.614734,    1,   0.000,   0.000,   0.000,   0.000,   0.018,   0.000,   0.000,   0.013,   0.000,   0.000,   0.000,   0.080,   0.164,   0.000,   0.000,   0.000,   0.004,   0.047,   0.181,   0.130,   0.028,   0.087,   0.065,   0.071,   0.062,   0.004,   0.000,   0.000,   0.042,   0.004,   0.000
   26,    3,   26,    1,  0.539466,    1,   0.006,   0.000,   0.000,   0.000,   0.000,   0.004,   0.000,   0.001,   0.006,   0.004,   0.000,   0.029,   0.191,   0.000,   0.000,   0.000,   0.024,   0.080,   0.158,   0.041,   0.075,   0.176,   0.036,   0.091,   0.034,   0.003,   0.000,   0.000,   0.032,   0.005,   0.003
   27,    3,   27,    1,  0.008016,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.002,   0.081,   0.039,   0.010,   0.037,   0.000,   0.009,   0.038,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.008,   0.030,   0.060,   0.108,   0.396,   0.088,   0.094
   28,    3,   28,    1,  0.599855,    1,   0.004,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.015,   0.334,   0.000,   0.066,   0.004,   0.000,   0.000,   0.006,   0.000,   0.000,   0.004,   0.081,   0.052,   0.030,   0.066,   0.015,   0.000,   0.004,   0.069,   0.077,   0.152,   0.023
   29,    3,   29,    1,  0.389878,    1,   0.000,   0.002,   0.022,   0.005,   0.060,   0.128,   0.043,   0.002,   0.014,   0.214,   0.046,   0.005,   0.056,   0.079,   0.005,   0.003,   0.002,   0.000,   0.000,   0.000,   0.003,   0.005,   0.207,   0.060,   0.002,   0.005,   0.005,   0.026,   0.000,   0.000,   0.000
   30,    3,   30,    1,  0.190774,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.024,   0.808,   0.168,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   31,    3,   31,    1,  0.136863,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.083,   0.714,   0.202,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   32,    3,   32,    1,  0.127216,    1,   0.473,   0.027,   0.007,   0.000,   0.085,   0.000,   0.000,   0.000,   0.000,   0.020,   0.000,   0.060,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.022,   0.004,   0.000,   0.062,   0.000,   0.009,   0.018,   0.004,   0.034,   0.062,   0.027,   0.060,   0.025
   33,    3,   33,    1,  0.733768,    1,   0.035,   0.000,   0.000,   0.000,   0.087,   0.031,   0.000,   0.052,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.017,   0.010,   0.000,   0.590,   0.000,   0.045,   0.000,   0.069,   0.010,   0.000,   0.000,   0.000,   0.052,   0.000,   0.000,   0.000,   0.000
   34,    3,   34,    1,  0.783661,    1,   0.002,   0.008,   0.012,   0.002,   0.046,   0.114,   0.040,   0.033,   0.111,   0.154,   0.099,   0.045,   0.051,   0.026,   0.005,   0.000,   0.009,   0.001,   0.006,   0.004,   0.004,   0.031,   0.119,   0.044,   0.019,   0.004,   0.003,   0.002,   0.001,   0.003,   0.000
   35,    3,   35,    1,  0.569177,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.016,   0.000,   0.000,   0.000,   0.041,   0.066,   0.000,   0.008,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.090,   0.000,   0.033,   0.025,   0.000,   0.000,   0.000,   0.074,   0.303,   0.344,   0.000
   36,    3,   36,    1,  0.148398,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.014,   0.000,   0.000,   0.000,   0.035,   0.035,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.014,   0.222,   0.076,   0.049,   0.062,   0.021,   0.000,   0.000,   0.007,   0.174,   0.285,   0.007
   37,    3,   37,    1,  0.100129,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000
   38,    3,   38,    1,  0.012607,    1,   0.402,   0.016,   0.000,   0.000,   0.120,   0.000,   0.000,   0.000,   0.000,   0.169,   0.000,   0.000,   0.157,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.012,   0.080,   0.044,   0.000,   0.000
   39,    3,   39,    1,  0.542189,    1,   0.054,   0.000,   0.000,   0.054,   0.000,   0.000,   0.000,   0.651,   0.000,   0.132,   0.047,   0.000,   0.031,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.031,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   40,    3,   40,    1,  0.700468,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.111,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.778,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.111,   0.000,   0.000
   41,    3,   41,    1,  0.741146,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.023,   0.000,   0.000,   0.000,   0.015,   0.242,   0.000,   0.077,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.031,   0.150,   0.069,   0.000,   0.065,   0.008,   0.000,   0.000,   0.015,   0.215,   0.081,   0.008
   42,    3,   42,    1,  0.246525,    1,   0.000,   0.000,   0.023,   0.039,   0.026,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.023,   0.741,   0.078,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.070
   43,    3,   43,    1,  0.382609,    1,   0.004,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.015,   0.334,   0.000,   0.066,   0.004,   0.000,   0.000,   0.006,   0.000,   0.000,   0.004,   0.081,   0.052,   0.030,   0.066,   0.015,   0.000,   0.004,   0.069,   0.077,   0.152,   0.023
   44,    3,   44,    1,  0.426572,    1,   0.000,   0.000,   0.000,   0.000,   0.066,   0.062,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.736,   0.135,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   45,    3,   45,    1,  0.195747,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.112,   0.000,   0.000,   0.000,   0.270,   0.000,   0.000,   0.053,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.072,   0.118,   0.020,   0.000,   0.046,   0.013,   0.000,   0.000,   0.053,   0.184,   0.007,   0.053
   46,    3,   46,    1,  0.548302,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.130,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.870,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   47,    3,   47,    1,  0.307407,    1,   0.020,   0.022,   0.000,   0.000,   0.000,   0.022,   0.000,   0.044,   0.000,   0.000,   0.000,   0.070,   0.080,   0.270,   0.050,   0.030,   0.028,   0.012,   0.000,   0.084,   0.022,   0.018,   0.000,   0.000,   0.028,   0.048,   0.072,   0.028,   0.016,   0.024,   0.012
   48,    3,   48,    1,  0.407969,    1,   0.035,   0.005,   0.001,   0.001,   0.024,   0.043,   0.037,   0.000,   0.000,   0.000,   0.000,   0.000,   0.001,   0.373,   0.001,   0.001,   0.215,   0.005,   0.042,   0.025,   0.000,   0.103,   0.000,   0.001,   0.029,   0.016,   0.000,   0.001,   0.039,   0.000,   0.002
   49,    3,   49,    1,  0.402887,    1,   0.011,   0.000,   0.046,   0.043,   0.043,   0.053,   0.007,   0.032,   0.007,   0.000,   0.030,   0.011,   0.078,   0.009,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.087,   0.098,   0.034,   0.011,   0.037,   0.002,   0.158,   0.066,   0.114,   0.021
   50,    3,   50,    1,  0.319323,    1,   0.040,   0.283,   0.077,   0.073,   0.004,   0.036,   0.002,   0.000,   0.001,   0.006,   0.010,   0.000,   0.016,   0.000,   0.000,   0.000,   0.000,   0.000,   0.007,   0.029,   0.012,   0.013,   0.061,   0.012,   0.039,   0.036,   0.016,   0.060,   0.037,   0.068,   0.064
   51,    3,   51,    1,  0.849590,    1,   0.036,   0.000,   0.000,   0.000,   0.000,   0.000,   0.049,   0.008,   0.000,   0.000,   0.000,   0.000,   0.107,   0.074,   0.008,   0.021,   0.006,   0.002,   0.000,   0.000,   0.000,   0.012,   0.006,   0.000,   0.320,   0.312,   0.017,   0.004,   0.005,   0.004,   0.009
   52,    3,   52,    1,  0.621055,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.655,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.241,   0.086,   0.017,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   53,    3,   53,    1,  0.439824,    1,   0.000,   0.000,   0.050,   0.076,   0.005,   0.000,   0.000,   0.008,   0.005,   0.049,   0.020,   0.043,   0.007,   0.005,   0.061,   0.019,   0.011,   0.272,   0.009,   0.008,   0.003,   0.000,   0.014,   0.024,   0.030,   0.082,   0.027,   0.068,   0.014,   0.027,   0.061
   54,    3,   54,    1,  0.569007,    1,   0.000,   0.007,   0.003,   0.134,   0.086,   0.027,   0.000,   0.003,   0.162,   0.021,   0.024,   0.007,   0.061,   0.041,   0.016,   0.021,   0.045,   0.123,   0.081,   0.040,   0.007,   0.022,   0.039,   0.014,   0.015,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   55,    3,   55,    1,  0.908989,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.072,   0.000,   0.000,   0.000,   0.000,   0.000,   0.061,   0.000,   0.000,   0.084,   0.000,   0.000,   0.000,   0.745,   0.038,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   56,    3,   56,    1,  0.019403,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
    1,    4,    1,    1,  0.885405,    1,   0.000,   0.000,   0.000,   0.003,   0.000,   0.208,   0.000,   0.013,   0.000,   0.000,   0.103,   0.123,   0.038,   0.039,   0.011,   0.003,   0.000,   0.044,   0.000,   0.013,   0.042,   0.035,   0.000,   0.000,   0.000,   0.000,   0.044,   0.132,   0.071,   0.077,   0.000
    2,    4,    2,    1,  0.809337,    1,   0.042,   0.002,   0.167,   0.043,   0.015,   0.038,   0.021,   0.000,   0.020,   0.005,   0.000,   0.000,   0.031,   0.157,   0.004,   0.034,   0.019,   0.000,   0.000,   0.000,   0.035,   0.002,   0.000,   0.122,   0.002,   0.004,   0.048,   0.040,   0.056,   0.094,   0.000
    3,    4,    3,    1,  0.428035,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.024,   0.551,   0.008,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.171,   0.106,   0.000,   0.012,   0.033,   0.078,   0.000,   0.000,   0.000,   0.000,   0.016,   0.000
    4,    4,    4,    1,  0.240787,    1,   0.000,   0.000,   0.216,   0.294,   0.058,   0.000,   0.000,   0.000,   0.000,   0.062,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.030,   0.082,   0.000,   0.000,   0.000,   0.000,   0.000,   0.018,   0.084,   0.000,   0.000,   0.000,   0.106,   0.050,   0.000
    5,    4,    5,    1,  0.808343,    1,   0.000,   0.000,   0.000,   0.021,   0.172,   0.292,   0.138,   0.018,   0.004,   0.049,   0.010,   0.003,   0.001,   0.001,   0.009,   0.025,   0.002,   0.155,   0.007,   0.000,   0.002,   0.040,   0.004,   0.010,   0.014,   0.000,   0.020,   0.000,   0.000,   0.000,   0.000
    6,    4,    6,    1,  0.574388,    1,   0.021,   0.035,   0.101,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.375,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.049,   0.000,   0.073,   0.104,   0.000,   0.226,   0.000,   0.000,   0.000,   0.000,   0.000,   0.017,   0.000,   0.000
    7,    4,    7,    1,  0.692545,    1,   0.000,   0.000,   0.000,   0.000,   0.343,   0.003,   0.000,   0.000,   0.033,   0.027,   0.072,   0.041,   0.058,   0.043,   0.000,   0.000,   0.024,   0.000,   0.000,   0.068,   0.036,   0.000,   0.000,   0.005,   0.000,   0.000,   0.071,   0.052,   0.071,   0.055,   0.000
    8,    4,    8,    1,  0.939219,    1,   0.051,   0.016,   0.000,   0.012,   0.269,   0.070,   0.042,   0.000,   0.000,   0.000,   0.012,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.012,   0.164,   0.000,   0.000,   0.122,   0.194,   0.016,   0.012,   0.000,   0.000,   0.009,   0.000,   0.000,   0.000
    9,    4,    9,    1,  0.380502,    1,   0.000,   0.000,   0.000,   0.003,   0.000,   0.208,   0.000,   0.013,   0.000,   0.000,   0.103,   0.123,   0.038,   0.039,   0.011,   0.003,   0.000,   0.044,   0.000,   0.013,   0.042,   0.035,   0.000,   0.000,   0.000,   0.000,   0.044,   0.132,   0.071,   0.077,   0.000
   10,    4,   10,    1,  0.564864,    1,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.002,   0.004,   0.009,   0.002,   0.000,   0.000,   0.022,   0.036,   0.033,   0.003,   0.045,   0.023,   0.026,   0.054,   0.324,   0.167,   0.033,   0.141,   0.004,   0.000,   0.000,   0.073,   0.000
   11,    4,   11,    1,  0.257500,    1,   0.000,   0.101,   0.077,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.034,   0.000,   0.000,   0.226,   0.385,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.038,   0.000,   0.000,   0.000,   0.000,   0.000,   0.077,   0.062,   0.000
   12,    4,   12,    1,  0.741976,    1,   0.068,   0.075,   0.009,   0.020,   0.061,   0.023,   0.130,   0.013,   0.022,   0.046,   0.056,   0.021,   0.021,   0.008,   0.045,   0.056,   0.155,   0.054,   0.022,   0.002,   0.001,   0.018,   0.000,   0.000,   0.000,   0.012,   0.015,   0.002,   0.040,   0.006,   0.000
   13,    4,   13,    1,  0.115176,    1,   0.014,   0.000,   0.110,   0.095,   0.018,   0.048,   0.017,   0.000,   0.006,   0.004,   0.000,   0.000,   0.043,   0.109,   0.019,   0.059,   0.036,   0.010,   0.000,   0.000,   0.032,   0.007,   0.000,   0.086,   0.000,   0.000,   0.069,   0.053,   0.090,   0.076,   0.000
   14,    4,   14,    1,  0.417623,    1,   0.000,   0.000,   0.000,   0.000,   0.063,   0.168,   0.000,   0.000,   0.000,   0.000,   0.400,   0.000,   0.095,   0.042,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.232,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   15,    4,   15,    1,  0.497829,    1,   0.000,   0.000,   0.618,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.382,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
